config,trial,success,path_length,planning_time,num_nodes,num_iterations
Baseline,1,True,31.074251975487307,0.5340867042541504,197,80
Baseline,2,True,38.74337191810205,0.4955151081085205,197,51
Baseline,3,True,31.538561135843786,0.6291060447692871,202,38
Baseline,4,True,41.035427654776235,0.548785924911499,205,53
Baseline,5,True,40.795716564722184,0.49552106857299805,190,48
Baseline,6,True,35.45425616305146,0.5021541118621826,191,34
Baseline,7,True,34.08557782625309,0.4839937686920166,194,68
Baseline,8,True,41.36240837503001,0.5397889614105225,212,60
Baseline,9,True,37.922398687101854,0.49906015396118164,195,79
Baseline,10,True,27.67300214918315,0.5224990844726562,193,43
Baseline,11,True,30.89122519031419,0.5557758808135986,196,48
Baseline,12,True,36.62373158683515,0.5871994495391846,202,42
Baseline,13,True,50.68117738146119,0.5514721870422363,207,54
Baseline,14,True,47.965678475218546,0.5319070816040039,188,42
Baseline,15,True,29.30454039646545,0.5749011039733887,198,56
Baseline,16,True,35.5568998725553,0.5367460250854492,199,19
Baseline,17,True,29.953330737180675,0.7477340698242188,245,130
Baseline,18,True,34.09167228085148,0.567734956741333,190,31
Baseline,19,True,31.73670762190009,0.5524992942810059,188,38
Baseline,20,True,36.56631066309158,0.66355299949646,236,154
Baseline,21,True,44.43152260942382,0.4811060428619385,189,64
Baseline,22,True,32.93616440596045,0.5245931148529053,184,50
Baseline,23,True,36.92036628040132,0.8630959987640381,220,65
Baseline,24,True,34.61901700229491,0.6220769882202148,209,91
Baseline,25,True,33.858243367345146,0.5905599594116211,208,82
Baseline,26,True,31.76549226587202,0.5630531311035156,200,65
Baseline,27,True,41.03955915934526,0.589000940322876,208,73
Baseline,28,True,28.801180129318272,0.573253870010376,197,80
Baseline,29,True,24.395411959515034,0.5813031196594238,212,50
Baseline,30,True,40.04122179781246,0.5973148345947266,213,147
Baseline,31,True,34.75689472074701,0.5855951309204102,204,35
Baseline,32,True,47.06217588226105,0.7117776870727539,224,120
Baseline,33,True,34.96427030282527,0.5233869552612305,187,46
Baseline,34,True,41.34628742917927,0.4789121150970459,193,58
Baseline,35,True,29.672067039247796,0.4888777732849121,185,23
Baseline,36,True,32.22061334475892,0.5402491092681885,203,70
