scenario,method,seed,success,planning_time,first_solution_iteration,node_count,path_length
hybrid_row_corridor,RRT*,17,1,14.729247093200684,658,698,129.38831869436748
hybrid_row_corridor,GoalBias,17,1,1.42820405960083,47,106,117.28060814743235
hybrid_row_corridor,Hybrid,17,1,0.7329268455505371,29,59,137.5292849536342
hybrid_row_corridor,RRT*,18,1,2.8170759677886963,129,205,135.27445316514374
hybrid_row_corridor,GoalBias,18,1,1.4633259773254395,36,109,83.99999528234194
hybrid_row_corridor,Hybrid,18,1,1.2336008548736572,45,93,132.07330000090082
hybrid_row_corridor,RRT*,19,1,3.220379114151001,147,156,114.93144577905365
hybrid_row_corridor,GoalBias,19,1,4.2682459354400635,266,258,165.7378407848079
hybrid_row_corridor,Hybrid,19,1,1.1482787132263184,35,87,137.4034049318867
hybrid_row_corridor,RRT*,20,1,13.91585397720337,660,605,111.14833022381443
hybrid_row_corridor,GoalBias,20,1,2.087270736694336,135,142,111.92715405995833
hybrid_row_corridor,Hybrid,20,1,10.824724912643433,463,270,106.19012836370145
hybrid_row_corridor,RRT*,21,1,3.529661178588867,180,198,157.83531809890533
hybrid_row_corridor,GoalBias,21,1,4.978182792663574,183,189,154.1346949621491
hybrid_row_corridor,Hybrid,21,1,1.1738958358764648,68,80,143.49240806238416
hybrid_row_corridor,RRT*,22,1,3.794667959213257,239,230,132.3460375782285
hybrid_row_corridor,GoalBias,22,1,3.862356185913086,206,222,122.97020016538181
hybrid_row_corridor,Hybrid,22,1,6.070842266082764,248,246,161.55020338348572
hybrid_row_corridor,RRT*,23,1,2.891002893447876,227,163,146.94960608771365
hybrid_row_corridor,GoalBias,23,1,1.7308809757232666,72,127,148.0769097836921
hybrid_row_corridor,Hybrid,23,1,25.799595832824707,642,538,181.12314914462686
hybrid_row_corridor,RRT*,24,1,12.546293020248413,749,659,131.22928081886013
hybrid_row_corridor,GoalBias,24,1,5.722162961959839,419,260,160.41596961532215
hybrid_row_corridor,Hybrid,24,1,3.1277642250061035,92,169,156.56806212502383
hybrid_row_corridor,RRT*,25,1,6.296128034591675,405,395,165.04707250405085
hybrid_row_corridor,GoalBias,25,1,12.141202926635742,584,558,175.30206352028569
hybrid_row_corridor,Hybrid,25,1,1.3489768505096436,38,78,106.36855557182133
hybrid_row_corridor,RRT*,26,1,4.6570963859558105,280,286,134.00663970973562
hybrid_row_corridor,GoalBias,26,1,1.919774055480957,96,124,115.0305929911965
hybrid_row_corridor,Hybrid,26,1,0.793651819229126,36,67,104.87585902543461
hybrid_row_corridor,RRT*,27,1,5.127527952194214,335,276,174.36592781709942
hybrid_row_corridor,GoalBias,27,1,2.487030029296875,176,183,168.19286153536265
hybrid_row_corridor,Hybrid,27,1,2.1284501552581787,93,140,152.81939250925996
hybrid_row_corridor,RRT*,28,1,2.794686794281006,218,204,96.7314186394307
hybrid_row_corridor,GoalBias,28,1,3.321758985519409,292,214,145.5728242237624
hybrid_row_corridor,Hybrid,28,1,7.292195081710815,169,222,126.06344894331532
hybrid_row_corridor,RRT*,29,1,32.847389221191406,1486,1354,249.8547836232347
hybrid_row_corridor,GoalBias,29,1,3.219686985015869,180,182,154.5025155562435
hybrid_row_corridor,Hybrid,29,1,42.017348766326904,759,627,202.92015480083234
