pair_id,start_index,goal_index,seed,config_name,success,start_x,start_y,start_yaw,goal_x,goal_y,goal_yaw,planning_time,path_length,num_nodes,first_solution_iter,num_path_points,error
41,4,1,1560478169,Baseline,True,3.8256253661444872,5.042033536493094,0.6052383060443303,36.52479356325202,27.66510336305589,0.6052383060443303,1.1844367500161752,37.04311403017706,277,185,411,
41,4,1,1560478169,GoalBias,True,3.8256253661444872,5.042033536493094,0.6052383060443303,36.52479356325202,27.66510336305589,0.6052383060443303,0.39242825005203485,58.706781922401746,110,176,721,
41,4,1,1560478169,GoalBias+Tangent,True,3.8256253661444872,5.042033536493094,0.6052383060443303,36.52479356325202,27.66510336305589,0.6052383060443303,0.47069333400577307,74.9550483536548,113,297,942,
42,4,2,92053572,Baseline,True,3.8256253661444872,5.042033536493094,0.6078094318713712,27.049089991906214,21.197743441899785,0.6078094318713712,1.094560750061646,45.6216924996274,208,253,534,
42,4,2,92053572,GoalBias,True,3.8256253661444872,5.042033536493094,0.6078094318713712,27.049089991906214,21.197743441899785,0.6078094318713712,0.27412312501110137,43.493210832452455,79,77,546,
42,4,2,92053572,GoalBias+Tangent,True,3.8256253661444872,5.042033536493094,0.6078094318713712,27.049089991906214,21.197743441899785,0.6078094318713712,0.2670752080157399,47.2839538365972,86,56,594,
43,4,3,482763259,Baseline,True,3.8256253661444872,5.042033536493094,0.726540387942455,28.33769613415263,26.826067642436417,0.726540387942455,0.7685599169926718,44.94351611054686,209,74,572,
43,4,3,482763259,GoalBias,True,3.8256253661444872,5.042033536493094,0.726540387942455,28.33769613415263,26.826067642436417,0.726540387942455,0.18729087500832975,39.04555588954606,67,25,487,
43,4,3,482763259,GoalBias+Tangent,True,3.8256253661444872,5.042033536493094,0.726540387942455,28.33769613415263,26.826067642436417,0.726540387942455,0.2425190000794828,39.70757590672241,88,27,472,
44,4,4,1129532491,Baseline,True,3.8256253661444872,5.042033536493094,0.6887346158051395,25.79721209379483,23.129285095962924,0.6887346158051395,1.2741759170312434,44.318662892657755,272,231,481,
