config,trial,success,path_length,planning_time,num_nodes,num_iterations
Baseline,1,True,22.57994691553312,0.2930440902709961,269,12
Baseline,2,True,25.655077440328277,0.2867250442504883,258,17
Baseline,3,True,26.452368984957,0.34900617599487305,279,34
Baseline,4,True,30.86452815911996,0.3682379722595215,295,36
Baseline,5,True,38.51204617467184,0.29429101943969727,273,21
Baseline,6,True,23.26648991708993,0.3434629440307617,280,44
Baseline,7,True,29.389010393026453,0.32323503494262695,274,34
Baseline,8,True,28.72446151209119,0.3551979064941406,282,22
Baseline,9,True,32.39125427084245,0.3425009250640869,280,40
Baseline,10,True,33.74086819588658,0.3377268314361572,291,42
Baseline,11,True,29.612152345195028,0.36466407775878906,281,38
Baseline,12,True,30.781767064363375,0.36599016189575195,297,50
Baseline,13,True,27.40215751866259,0.33557796478271484,281,33
Baseline,14,True,33.65410176474831,0.3179309368133545,270,17
Baseline,15,True,28.342741206508286,0.3238091468811035,280,25
Baseline,16,True,38.28112236165224,0.32638001441955566,276,24
Baseline,17,True,30.798636346695414,0.3067030906677246,254,15
Baseline,18,True,31.68299840928963,0.334381103515625,278,51
Baseline,19,True,28.147176272505206,0.3290989398956299,267,23
Baseline,20,True,33.47101097931159,0.30911707878112793,275,24
Baseline,21,True,32.760428889566526,0.34639811515808105,278,43
Baseline,22,True,27.09961391939603,0.3055140972137451,283,41
Baseline,23,True,25.298856672807357,0.3272981643676758,279,20
Baseline,24,True,39.52635971364042,0.2991750240325928,262,26
Baseline,25,True,35.02457962650902,0.3120839595794678,274,23
Baseline,26,True,46.96160751379494,0.42993927001953125,339,112
Baseline,27,True,27.720642408005745,0.3416609764099121,286,52
Baseline,28,True,41.83059026478568,0.34529685974121094,287,47
Baseline,29,True,25.356190915000823,0.32611608505249023,289,23
Baseline,30,True,24.56738047698944,0.37599897384643555,287,40
Baseline,31,True,27.874352123368194,0.3274810314178467,267,21
Baseline,32,True,30.053795828107393,0.33179283142089844,260,24
Baseline,33,True,32.193600837227386,0.31523799896240234,276,33
Baseline,34,True,24.780878436158105,0.3250911235809326,263,32
Baseline,35,True,32.38775780568363,0.28687119483947754,270,34
Baseline,36,True,29.45876597802696,0.2949848175048828,273,18
Baseline,37,True,36.72714335926852,0.29486799240112305,263,23
Baseline,38,True,29.179586038825345,0.31508803367614746,266,15
Baseline,39,True,24.894532843953844,0.4098949432373047,293,40
Baseline,40,True,34.13150782328534,0.3218398094177246,278,28
Baseline,41,True,44.480658159368524,0.3433868885040283,279,34
Baseline,42,True,35.19168428012884,0.32208704948425293,285,46
Baseline,43,True,28.29626073807775,0.30209779739379883,269,33
Baseline,44,True,33.98440331430701,0.3084399700164795,265,19
Baseline,45,True,30.57727333475481,0.30193519592285156,266,19
Baseline,46,True,32.45318840763003,0.32333993911743164,279,28
Baseline,47,True,36.99137405930518,0.34050416946411133,275,40
Baseline,48,True,29.124357719330305,0.3719611167907715,299,59
Baseline,49,True,30.760747259299812,0.3891420364379883,284,40
Baseline,50,True,43.97901449399479,0.32051897048950195,270,44
GoalBias,1,True,27.46857351257432,0.5863869190216064,313,71
GoalBias,2,True,32.438127860468526,0.27939772605895996,265,17
GoalBias,3,True,30.258328903679637,0.2516758441925049,252,25
GoalBias,4,True,30.886038964130663,0.24811887741088867,239,63
GoalBias,5,True,30.984370687777886,0.4909048080444336,246,13
GoalBias,6,True,26.101681926094617,0.19623804092407227,187,21
GoalBias,7,True,32.08309842100203,0.2268052101135254,217,16
GoalBias,8,True,28.96164559973499,0.20349383354187012,187,16
GoalBias,9,True,28.46123844567667,0.5227150917053223,268,19
GoalBias,10,True,30.447955188153003,0.3821578025817871,299,35
GoalBias,11,True,40.112917147968346,0.20949602127075195,220,27
GoalBias,12,True,27.174444220935552,0.2796506881713867,270,39
GoalBias,13,True,34.756476934814856,0.22538495063781738,244,27
GoalBias,14,True,34.97053560739568,0.37619924545288086,275,20
GoalBias,15,True,26.66835493826523,0.6137819290161133,276,14
GoalBias,16,True,25.62046592916756,0.41036081314086914,266,23
GoalBias,17,True,28.143142840102467,0.2043910026550293,211,15
GoalBias,18,True,36.34020580587558,0.26641106605529785,250,24
GoalBias,19,True,30.275540575137533,0.18555593490600586,192,11
GoalBias,20,True,26.404099058175696,0.37499308586120605,299,51
GoalBias,21,True,30.000000000000032,0.560920238494873,294,44
GoalBias,22,True,34.0046486138881,0.36242079734802246,260,29
GoalBias,23,True,25.516706727254235,0.22513580322265625,223,22
GoalBias,24,True,29.005630931400926,0.22343897819519043,211,13
GoalBias,25,True,37.7065200113948,0.27940893173217773,248,23
GoalBias,26,True,30.420675846140565,0.31988978385925293,235,33
GoalBias,27,True,37.517253875715085,0.20180821418762207,224,27
GoalBias,28,True,37.99360856587427,0.2451620101928711,229,38
GoalBias,29,True,27.0,0.5721447467803955,276,27
GoalBias,30,True,29.220425656493358,0.30330491065979004,244,29
GoalBias,31,True,24.81766045698016,0.21334505081176758,216,10
GoalBias,32,True,33.717586879640876,0.17093777656555176,196,13
GoalBias,33,True,23.701177762923464,0.2088758945465088,214,16
GoalBias,34,True,31.31977324313082,0.19991111755371094,208,17
GoalBias,35,True,29.929576123953975,0.2287299633026123,216,16
GoalBias,36,True,29.595815297818017,0.37704014778137207,284,21
GoalBias,37,True,29.71607330916122,0.37532782554626465,245,19
GoalBias,38,True,29.97405547304667,0.20213079452514648,211,24
GoalBias,39,True,27.648743554351054,0.2109239101409912,215,15
GoalBias,40,True,39.05963834390147,0.25933122634887695,228,31
GoalBias,41,True,29.598534395921625,0.27710795402526855,261,12
GoalBias,42,True,27.305996299166356,0.4981498718261719,275,23
GoalBias,43,True,20.99999999999998,0.2138218879699707,228,16
GoalBias,44,True,29.32324874453647,0.22489023208618164,212,29
GoalBias,45,True,47.54712269309712,0.23192882537841797,214,33
GoalBias,46,True,28.550801319153162,0.46773815155029297,279,16
GoalBias,47,True,31.29511802059651,0.449307918548584,287,38
GoalBias,48,True,25.99539817571135,0.5049879550933838,271,19
GoalBias,49,True,27.00242594212919,0.21366095542907715,211,24
GoalBias,50,True,28.640208376888033,0.38301610946655273,280,27
GoalBias+Tangent,1,True,34.36101433548212,0.3303701877593994,284,71
GoalBias+Tangent,2,True,29.921778405314104,0.29318928718566895,269,17
GoalBias+Tangent,3,True,35.23383601849482,0.26082468032836914,260,25
GoalBias+Tangent,4,True,33.42452834715447,0.3427567481994629,273,63
GoalBias+Tangent,5,True,29.17274886153173,0.33176398277282715,260,13
GoalBias+Tangent,6,True,31.910783105664958,0.2723710536956787,232,21
GoalBias+Tangent,7,True,33.267420764282456,0.25212693214416504,243,16
GoalBias+Tangent,8,True,33.71438461203836,0.22807884216308594,225,16
GoalBias+Tangent,9,True,31.67383344356945,0.2701871395111084,239,19
GoalBias+Tangent,10,True,40.715795624690706,0.2916688919067383,261,35
GoalBias+Tangent,11,True,45.81766069338964,0.2868349552154541,260,27
GoalBias+Tangent,12,True,32.15689490364391,0.27451491355895996,253,39
GoalBias+Tangent,13,True,44.00760276871924,0.22224688529968262,239,27
GoalBias+Tangent,14,True,33.976395677874415,0.33931493759155273,272,20
GoalBias+Tangent,15,True,34.261864932643846,0.24777984619140625,244,14
GoalBias+Tangent,16,True,29.61764839905601,0.24118685722351074,239,23
GoalBias+Tangent,17,True,49.82273751541426,0.2607231140136719,246,15
GoalBias+Tangent,18,True,39.99033269776883,0.27953600883483887,263,24
GoalBias+Tangent,19,True,33.30878208367195,0.22281217575073242,226,11
GoalBias+Tangent,20,True,31.633091542531346,0.28380703926086426,260,51
GoalBias+Tangent,21,True,32.097824413758985,0.2729990482330322,249,44
GoalBias+Tangent,22,True,31.500900970514103,0.27362990379333496,259,29
GoalBias+Tangent,23,True,36.500851179764354,0.2540891170501709,256,22
GoalBias+Tangent,24,True,34.26844672474319,0.2627999782562256,241,13
GoalBias+Tangent,25,True,39.8291584123541,0.3047940731048584,265,23
GoalBias+Tangent,26,True,34.89141026915839,0.28963518142700195,261,33
GoalBias+Tangent,27,True,39.941534174004616,0.2330172061920166,248,27
GoalBias+Tangent,28,True,40.89673512632826,0.3074047565460205,262,38
GoalBias+Tangent,29,True,29.997321344577838,0.3412492275238037,271,27
GoalBias+Tangent,30,True,33.43568827495233,0.2863929271697998,246,29
GoalBias+Tangent,31,True,26.598194854185987,0.27777624130249023,257,10
GoalBias+Tangent,32,True,41.35845629644178,0.19805908203125,226,13
GoalBias+Tangent,33,True,29.518961574973645,0.24299407005310059,248,16
GoalBias+Tangent,34,True,32.4628578952921,0.26009702682495117,241,17
GoalBias+Tangent,35,True,32.24608993789604,0.30173325538635254,253,16
GoalBias+Tangent,36,True,30.544174320394415,0.2861959934234619,257,21
GoalBias+Tangent,37,True,42.0094631760727,0.22978901863098145,238,19
GoalBias+Tangent,38,True,32.615891347823116,0.2616691589355469,245,24
GoalBias+Tangent,39,True,31.32899680914736,0.2767009735107422,250,15
GoalBias+Tangent,40,True,43.479935390303545,0.3436410427093506,266,31
GoalBias+Tangent,41,True,31.123572296618697,0.2769777774810791,254,12
GoalBias+Tangent,42,True,31.10184698247121,0.26746296882629395,261,23
GoalBias+Tangent,43,True,40.28842220230392,0.24895787239074707,262,16
GoalBias+Tangent,44,True,34.30137653718208,0.3075568675994873,260,29
GoalBias+Tangent,45,True,32.649007321663895,0.27684497833251953,248,33
GoalBias+Tangent,46,True,33.961699575318725,0.35281991958618164,267,16
GoalBias+Tangent,47,True,40.718591515495845,0.2952580451965332,267,38
GoalBias+Tangent,48,True,38.36771260643361,0.2593410015106201,238,19
GoalBias+Tangent,49,True,33.61329939925953,0.3182237148284912,259,24
GoalBias+Tangent,50,True,28.15861774482872,0.28229713439941406,260,27
