safety_margin,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
0.15,3,2,RRT*,1,11.292336702346802,376,336,135.3479758299981
0.15,3,3,GoalBias,1,3.6748762130737305,100,139,154.90443812033917
0.15,3,3,Hybrid,1,2.0360329151153564,88,72,149.64659535434313
0.15,3,0,RRT*,1,33.68852710723877,765,748,145.55459758160413
0.15,3,4,Hybrid,1,2.4337539672851562,53,93,108.92667915047217
0.15,3,3,RRT*,1,19.713024139404297,553,534,184.69543435222909
0.15,3,5,RRT*,1,16.708417892456055,505,440,180.82550185299752
0.15,3,5,Hybrid,1,15.409459352493286,174,238,168.82067179999223
0.15,3,5,GoalBias,1,26.085782766342163,620,583,155.6130556526302
0.15,3,6,GoalBias,1,3.1480162143707275,50,115,109.0237471793138
0.15,3,6,RRT*,1,6.412628173828125,202,196,144.22833076630556
0.15,3,6,Hybrid,1,4.223098039627075,138,129,113.25718766658268
0.15,3,7,GoalBias,1,4.241328001022339,109,149,138.5825198108998
0.15,3,7,RRT*,1,18.704657077789307,504,493,177.62344459790074
0.15,3,8,RRT*,1,6.455336809158325,174,244,139.6146403682851
0.15,3,4,RRT*,0,,,,
0.15,3,8,Hybrid,1,1.7857260704040527,38,77,136.98015698868707
0.15,3,8,GoalBias,1,3.7890191078186035,81,140,149.3992729421248
0.15,3,9,GoalBias,1,3.9784011840820312,78,139,155.82532529708777
0.15,3,9,Hybrid,1,2.239171028137207,51,87,126.12912934979872
0.15,3,7,Hybrid,1,36.054786920547485,285,308,123.13677818405928
0.15,3,9,RRT*,1,20.44079899787903,538,537,210.73752826873783
0.15,4,0,Hybrid,1,9.77453899383545,51,157,115.08162533354823
0.15,4,0,GoalBias,1,16.092427015304565,405,341,157.80991639732582
0.15,4,0,RRT*,1,26.517616271972656,731,658,162.22775480293163
0.15,4,1,RRT*,1,5.445796012878418,185,172,147.09945294318746
0.15,4,1,GoalBias,1,3.46783185005188,102,99,133.40282686597627
0.15,4,2,GoalBias,1,3.0467658042907715,61,105,110.74777279185285
0.15,4,2,RRT*,1,9.5830819606781,250,267,146.84526919592884
0.15,4,1,Hybrid,1,13.64736294746399,111,166,105.187549516764
0.15,4,3,GoalBias,1,2.969433069229126,52,108,122.48770220346984
0.15,4,3,RRT*,1,17.467653036117554,518,489,169.98012155226988
