gap_width,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
4.5,3,0,GoalBias,1,2.36142897605896,73,135,117.77745492075731
4.5,3,0,RRT*,1,6.0271711349487305,296,281,149.04021657000823
4.5,3,0,Hybrid,1,2.699079990386963,112,140,114.94779602621037
4.5,3,1,GoalBias,1,2.477839946746826,56,139,107.21406340509438
4.5,3,1,RRT*,1,12.888858795166016,700,480,174.9850433781209
4.5,3,2,RRT*,1,9.353550910949707,401,395,160.4927443084618
4.5,3,1,Hybrid,1,18.36000680923462,587,388,118.54364136977101
4.5,3,2,GoalBias,1,1.9808440208435059,41,119,115.07355094014912
4.5,2,6,Hybrid,1,77.0295569896698,613,495,134.7801155663348
4.5,3,3,GoalBias,1,2.2933409214019775,70,143,130.26582900629356
4.5,3,3,Hybrid,1,2.2239198684692383,121,122,141.05564764011893
4.5,3,2,Hybrid,1,12.921352863311768,316,305,198.42094276197744
4.5,3,3,RRT*,1,15.365355014801025,642,507,216.3242378497408
4.5,3,4,GoalBias,1,8.542755842208862,251,288,140.82201391005776
4.5,3,4,RRT*,1,14.052639961242676,612,516,144.37939964787532
4.5,3,5,RRT*,1,4.480962038040161,168,248,124.65279717867902
4.5,3,5,Hybrid,1,3.8520660400390625,164,174,164.34786209651355
4.5,3,4,Hybrid,1,13.361556053161621,393,324,159.35888996555406
4.5,3,5,GoalBias,1,10.142223834991455,548,413,190.931842802655
4.5,3,6,GoalBias,1,5.417914152145386,302,250,136.64820834279666
4.5,3,6,RRT*,1,10.565109014511108,506,381,220.3661427099134
4.5,3,7,GoalBias,1,8.253824710845947,274,331,149.5516028086501
4.5,3,7,RRT*,1,12.933700799942017,540,464,194.412817849993
4.5,3,7,Hybrid,1,4.001115798950195,139,161,108.84313655169984
4.5,3,6,Hybrid,1,27.889631032943726,623,396,139.63425699881017
4.5,3,8,Hybrid,1,6.176996946334839,369,263,203.57928363118378
4.5,3,8,RRT*,1,22.210088968276978,803,719,140.8536667052798
4.5,3,9,RRT*,1,4.397073030471802,181,230,121.34921311891634
4.5,3,8,GoalBias,1,20.966700077056885,902,577,226.4093489430491
4.5,2,2,Hybrid,1,187.9111511707306,1100,895,141.33679893999903
4.5,4,0,GoalBias,1,2.3317198753356934,73,140,122.38320865031206
4.5,4,0,Hybrid,1,1.5134787559509277,70,109,107.76103184624013
4.5,3,9,GoalBias,1,8.464770793914795,481,300,121.64904079142431
4.5,4,0,RRT*,1,6.544722080230713,349,294,146.64997937746793
4.5,4,1,GoalBias,1,2.4820799827575684,70,142,109.66155683790831
4.5,3,9,Hybrid,1,8.894679069519043,224,252,182.6278966027341
4.5,4,2,GoalBias,1,2.828428030014038,82,164,117.74482084197638
4.5,4,2,Hybrid,1,1.6643199920654297,73,111,134.6596492341426
4.5,4,2,RRT*,1,8.23015809059143,377,384,115.23568268874496
4.5,4,3,GoalBias,1,1.9701340198516846,54,130,153.58629812798233
4.5,4,1,RRT*,1,15.157997131347656,793,534,226.58019959776624
4.5,4,1,Hybrid,1,14.394179821014404,377,341,210.52679561880745
4.5,4,3,Hybrid,1,2.7347118854522705,144,165,138.12618791725714
4.5,4,3,RRT*,1,9.178060054779053,407,429,142.72500134310079
4.5,4,4,GoalBias,1,2.2221879959106445,67,146,105.16625563446081
4.5,4,4,Hybrid,1,5.117416143417358,242,235,170.30940977433352
4.5,4,5,RRT*,1,9.978190898895264,501,445,183.9404823306953
4.5,4,5,GoalBias,1,13.488610982894897,775,484,180.2541794791536
4.5,4,4,RRT*,1,17.956692934036255,612,650,148.22327133037663
4.5,4,6,Hybrid,1,4.722557783126831,157,170,116.33357829270514
4.5,4,6,GoalBias,1,6.426677942276001,405,285,189.20731162075575
4.5,4,7,GoalBias,1,2.114330291748047,43,124,143.31661889590205
4.5,4,6,RRT*,1,13.975078105926514,625,490,183.61944133897916
4.5,4,8,RRT*,1,7.709479808807373,398,326,146.58876458420986
4.5,4,7,RRT*,1,17.945329189300537,673,587,193.92014950744226
4.5,4,7,Hybrid,1,16.48178791999817,526,332,173.05319977599018
4.5,4,8,Hybrid,1,2.593689203262329,138,158,146.33016244243427
4.5,4,5,Hybrid,1,44.15609884262085,817,606,157.13973144274823
4.5,4,8,GoalBias,1,17.649214029312134,884,613,234.61560708282525
4.5,4,9,GoalBias,1,10.160389184951782,493,413,166.74691862061414
5.5,0,0,GoalBias,1,2.318289041519165,72,138,126.68679046904549
4.5,4,9,Hybrid,1,7.5187461376190186,247,228,158.53610991902397
5.5,0,0,Hybrid,1,5.488684177398682,171,189,134.4216324002801
5.5,0,1,GoalBias,1,2.225538969039917,58,125,112.27987040989909
5.5,0,0,RRT*,1,11.51078176498413,458,502,171.03186097416483
5.5,0,2,RRT*,1,6.84409499168396,299,317,130.7515630778082
4.5,4,9,RRT*,1,29.555354833602905,1328,828,132.73213097010822
5.5,0,1,Hybrid,1,8.914419889450073,253,226,149.24928175365568
5.5,0,1,RRT*,1,14.017327070236206,587,460,214.3761407401818
5.5,0,2,GoalBias,1,6.997572898864746,476,271,143.00071228177623
5.5,0,2,Hybrid,1,6.813523054122925,324,260,138.2162847102574
5.5,0,3,GoalBias,1,5.807243824005127,393,255,123.31477988767956
5.5,0,4,GoalBias,1,6.848049879074097,387,277,234.79901383147399
5.5,0,3,Hybrid,1,9.09732723236084,257,253,111.25521794014551
5.5,0,4,Hybrid,1,6.6668479442596436,299,273,117.42216105208398
5.5,0,3,RRT*,1,20.802789211273193,765,754,141.7896401814745
5.5,0,5,Hybrid,1,2.6726291179656982,124,146,128.91525103855525
5.5,0,4,RRT*,1,18.74994707107544,646,686,144.0614174386772
5.5,0,5,GoalBias,1,11.093837022781372,605,434,204.951480737547
5.5,0,6,GoalBias,1,6.81196403503418,398,278,131.30591795579807
5.5,0,6,RRT*,1,10.533504962921143,506,382,222.85910959924612
5.5,0,7,GoalBias,1,2.2234838008880615,47,124,153.27223214322973
5.5,0,7,RRT*,1,12.32510495185852,494,463,178.80457696559245
5.5,0,7,Hybrid,1,8.128111839294434,376,256,105.40554227957696
5.5,0,8,GoalBias,1,2.381704807281494,77,155,119.73751390093138
5.5,0,6,Hybrid,1,16.442475080490112,622,355,207.90428039956538
5.5,0,5,RRT*,1,35.68863582611084,1276,933,216.5601121321061
5.5,0,9,GoalBias,1,2.185781955718994,46,115,115.48980700386831
5.5,0,9,RRT*,1,6.3454389572143555,254,310,120.75717684363052
5.5,0,8,RRT*,1,13.671888828277588,567,485,156.67942616808162
5.5,0,9,Hybrid,1,6.6999831199646,148,179,153.04189003400495
5.5,1,0,GoalBias,1,5.648726940155029,376,251,152.46241086342516
5.5,1,0,Hybrid,1,6.860783815383911,290,226,110.67518528227579
5.5,1,0,RRT*,1,18.783193111419678,751,702,134.83861646469427
5.5,1,1,Hybrid,1,1.8849518299102783,73,113,135.75163858952996
5.5,1,1,RRT*,1,12.091294050216675,587,473,161.04596376492069
5.5,1,1,GoalBias,1,11.619839191436768,675,402,119.4585669160596
5.5,1,2,Hybrid,1,2.0780649185180664,85,99,103.69694312279907
5.5,1,2,GoalBias,1,7.943511009216309,476,307,139.77652261695508
5.5,1,2,RRT*,1,10.27303695678711,427,386,159.3097091182483
5.5,1,3,RRT*,1,8.42891812324524,322,349,98.04101084395003
5.5,1,3,GoalBias,1,8.028266191482544,459,317,112.60473330292945
5.5,1,4,RRT*,1,3.797064781188965,110,205,129.67672250469047
5.5,1,4,GoalBias,1,2.3435425758361816,68,140,119.78666639612538
5.5,1,4,Hybrid,1,2.3887412548065186,118,146,149.69349620995578
5.5,1,3,Hybrid,1,12.436815023422241,370,286,214.14100796479687
5.5,1,5,RRT*,1,5.146895170211792,177,267,122.6043741260599
5.5,1,5,GoalBias,1,7.534412860870361,384,311,150.10714055630493
5.5,1,5,Hybrid,1,10.6651451587677,384,320,173.17040035454164
5.5,1,6,GoalBias,1,8.127649068832397,469,327,133.48958823504455
5.5,1,6,RRT*,1,12.288305282592773,450,511,141.48187814321898
5.5,1,7,GoalBias,1,2.4239249229431152,47,133,123.92465994826769
5.5,1,6,Hybrid,1,9.359314918518066,385,294,172.23736158574232
5.5,1,8,RRT*,1,6.291928052902222,311,271,168.64510285844858
5.5,1,8,GoalBias,1,2.4232819080352783,73,142,110.18010318383493
5.5,1,7,RRT*,1,16.24451208114624,546,533,232.76946323572
5.5,1,8,Hybrid,1,2.2778329849243164,125,133,135.05032946550477
5.5,1,7,Hybrid,1,15.738273859024048,549,333,152.50229419032377
5.5,1,9,GoalBias,1,2.09928297996521,64,128,154.76825827621315
5.5,1,9,RRT*,1,14.284539222717285,634,553,121.55447715067142
5.5,1,9,Hybrid,1,13.030811071395874,393,296,208.7419373346459
5.5,2,0,GoalBias,1,2.5428950786590576,73,124,122.38320865031206
5.5,2,0,Hybrid,1,2.033324956893921,65,110,126.63767009272345
5.5,2,1,GoalBias,1,2.5321850776672363,56,138,107.21406340509438
5.5,2,1,Hybrid,1,1.4339900016784668,41,86,116.62811245104668
5.5,2,0,RRT*,1,19.631464958190918,804,720,120.02542385647888
5.5,2,2,GoalBias,1,1.9245531558990479,41,116,156.16015932146675
5.5,2,1,RRT*,1,13.091128826141357,559,489,203.17856279136126
5.5,2,2,RRT*,1,9.41015911102295,401,410,160.4927443084618
5.5,2,3,GoalBias,1,2.073082208633423,53,133,132.94690903361635
5.5,2,3,RRT*,1,17.9237539768219,685,534,128.8200774751118
5.5,2,4,RRT*,1,4.90923810005188,168,261,124.7427598447292
5.5,2,4,GoalBias,1,9.17802619934082,251,295,140.82201391005776
5.5,2,2,Hybrid,1,38.075077295303345,468,450,115.18290778782566
5.5,2,4,Hybrid,1,2.8636951446533203,137,154,145.04641938494225
5.5,2,5,GoalBias,1,7.364574193954468,393,276,211.50904651988867
5.5,2,5,Hybrid,1,2.358448028564453,119,127,153.18408378721483
5.5,2,5,RRT*,1,26.418761014938354,1077,691,186.447076772628
5.5,2,6,RRT*,1,17.460824966430664,843,524,176.56572111777197
5.5,2,6,Hybrid,1,2.18660306930542,55,97,135.48686660539133
5.5,2,6,GoalBias,1,5.311956882476807,272,235,125.91174219777132
5.5,2,7,GoalBias,1,2.2508018016815186,43,121,158.85384016237433
5.5,0,8,Hybrid,1,178.4191858768463,1287,934,196.21848293706992
5.5,2,8,RRT*,1,8.574604034423828,398,314,146.58876458420986
5.5,2,7,RRT*,1,13.919601917266846,586,438,235.92958847893487
5.5,2,3,Hybrid,1,78.6155378818512,849,679,177.6460941440368
5.5,2,8,Hybrid,1,5.013810873031616,221,183,196.70579849367368
5.5,2,9,RRT*,1,7.880373954772949,391,325,206.8150953060971
5.5,2,9,GoalBias,1,7.7395100593566895,481,294,121.64904079142431
5.5,2,9,Hybrid,1,6.873234987258911,120,167,141.3946248297341
5.5,3,0,GoalBias,1,2.4655489921569824,73,139,136.3519725012138
5.5,3,0,RRT*,1,17.84228801727295,804,673,120.02542385647888
5.5,3,1,RRT*,1,6.933922052383423,328,278,175.542189252602
5.5,2,8,GoalBias,1,40.01197075843811,1332,729,130.32261659604924
5.5,3,1,GoalBias,1,2.56071400642395,56,139,107.21406340509438
5.5,3,1,Hybrid,1,6.184295177459717,149,194,116.6469890447743
5.5,3,2,GoalBias,1,2.1429378986358643,46,128,144.48186721768366
5.5,3,2,RRT*,1,9.610531091690063,401,395,160.4927443084618
5.5,3,2,Hybrid,1,4.067912817001343,125,154,130.21261153172037
5.5,3,0,Hybrid,1,31.036654949188232,496,401,112.06881504284607
5.5,3,3,GoalBias,1,2.0865941047668457,53,134,132.94690903361635
5.5,3,3,Hybrid,1,5.792572975158691,254,205,179.90009229961922
5.5,3,4,RRT*,1,7.357431173324585,256,342,172.84474957390648
5.5,2,7,Hybrid,1,72.18735218048096,1165,769,149.76620120154726
5.5,3,3,RRT*,1,15.947418928146362,618,516,229.53612505790446
5.5,3,4,GoalBias,1,8.748412847518921,251,288,140.82201391005776
5.5,3,5,RRT*,1,7.012836933135986,279,347,115.51011199150834
5.5,3,5,Hybrid,1,4.411494970321655,162,171,128.2452602525456
5.5,3,5,GoalBias,1,6.912843942642212,393,275,209.9116374282239
5.5,3,6,Hybrid,1,2.2461390495300293,55,98,119.81655058717408
5.5,3,4,Hybrid,1,15.199610710144043,370,337,217.54009568201562
5.5,3,6,GoalBias,1,5.523385047912598,302,250,136.64820834279666
5.5,3,6,RRT*,1,10.86605715751648,506,381,220.3661427099134
5.5,3,7,Hybrid,1,4.011361122131348,161,157,109.37086122946624
5.5,3,7,GoalBias,1,8.579000234603882,274,331,149.5516028086501
5.5,3,7,RRT*,1,14.439083099365234,607,477,187.07037155382932
5.5,3,8,RRT*,1,9.911996841430664,398,344,146.58876458420986
5.5,3,9,GoalBias,1,2.451880931854248,70,129,146.82991207619926
5.5,3,8,Hybrid,1,10.377235889434814,535,295,172.8892953092806
5.5,3,9,Hybrid,1,8.058045864105225,249,226,152.72202775060586
5.5,4,0,RRT*,1,7.007034063339233,349,294,146.64997937746793
5.5,4,0,GoalBias,1,2.5718867778778076,73,140,122.38320865031206
5.5,3,8,GoalBias,1,22.08266806602478,902,577,226.4093489430491
5.5,4,0,Hybrid,1,2.0048649311065674,81,129,108.3826643144728
5.5,4,1,GoalBias,1,2.584373950958252,70,142,109.66155683790831
5.5,3,9,RRT*,1,22.106332302093506,985,623,166.19511041772304
5.5,4,1,Hybrid,1,6.815316915512085,250,266,189.2819177312286
5.5,4,2,GoalBias,1,1.969750165939331,41,117,119.11351166827495
5.5,4,2,RRT*,1,8.723880290985107,377,384,115.23568268874496
5.5,4,2,Hybrid,1,3.517454147338867,141,163,157.8390294808282
5.5,4,3,GoalBias,1,5.623417139053345,235,288,146.08031763880876
5.5,4,3,Hybrid,1,5.318670034408569,256,207,182.96090429554863
5.5,4,4,GoalBias,1,2.4290409088134766,67,146,105.16625563446081
5.5,4,3,RRT*,1,13.469695091247559,491,526,128.06273189891664
5.5,4,1,RRT*,1,32.48475003242493,1218,1013,178.11207164615578
5.5,4,4,Hybrid,1,13.008296251296997,444,372,187.73062892085974
5.5,4,4,RRT*,1,18.90814971923828,612,656,148.22327133037663
5.5,4,5,Hybrid,1,3.6572201251983643,161,189,158.56767867476012
5.5,4,5,GoalBias,1,5.981922149658203,351,271,139.56715001277638
5.5,4,6,Hybrid,1,4.65460991859436,249,212,191.92065222832872
5.5,4,6,GoalBias,1,6.578891038894653,370,270,127.01112164992959
5.5,4,6,RRT*,1,8.427037954330444,347,394,130.6452139435578
5.5,4,7,RRT*,1,9.081418991088867,494,373,225.36801253773098
5.5,4,7,GoalBias,1,9.932021856307983,311,345,155.82596543956225
5.5,4,7,Hybrid,1,14.487474203109741,422,321,191.3683163863071
5.5,4,8,RRT*,1,8.004140853881836,398,325,146.58876458420986
5.5,4,8,Hybrid,1,2.5740528106689453,148,151,161.05749782015127
5.5,4,8,GoalBias,1,11.749450922012329,628,431,237.22264933589324
5.5,4,5,RRT*,0,,,,
5.5,4,9,GoalBias,1,8.351871967315674,483,327,121.64904079142431
5.5,4,9,Hybrid,1,7.141003847122192,233,222,161.44333490711253
7.0,0,0,GoalBias,1,2.3841772079467773,72,138,126.68679046904549
7.0,0,0,Hybrid,1,3.396305799484253,128,162,160.93710998698006
7.0,0,0,RRT*,1,11.266947984695435,458,509,171.03186097416483
7.0,0,1,GoalBias,1,3.8665781021118164,114,187,112.62692346194801
5.5,4,9,RRT*,1,28.22139024734497,1292,798,160.2015847385299
7.0,0,2,RRT*,1,10.324275970458984,401,428,136.1475417195661
7.0,0,2,GoalBias,1,7.38123893737793,476,287,143.00071228177623
7.0,0,1,RRT*,1,23.344489336013794,879,693,191.82760463313602
7.0,0,3,GoalBias,1,2.149780035018921,86,132,112.3483963187266
7.0,0,3,RRT*,1,9.87288212776184,378,398,143.72336850237838
7.0,0,3,Hybrid,1,7.729598045349121,494,237,102.94606879813186
7.0,0,2,Hybrid,1,16.53412413597107,318,309,113.13717979312449
7.0,0,4,Hybrid,1,4.200695991516113,257,192,181.02399654417914
7.0,0,4,GoalBias,1,6.5000319480896,387,270,234.79901383147399
7.0,0,5,RRT*,1,4.662700891494751,168,249,119.45845580028801
7.0,0,5,GoalBias,1,6.632428884506226,393,269,209.9116374282239
7.0,0,4,RRT*,1,19.718074083328247,646,683,136.19646505828177
7.0,0,6,GoalBias,1,2.847217082977295,107,154,157.00082159622653
7.0,0,6,RRT*,1,10.850921869277954,506,382,222.85910959924612
7.0,0,6,Hybrid,1,1.9361870288848877,81,122,151.3336051313577
7.0,0,5,Hybrid,1,16.78051996231079,395,353,165.30929033968363
7.0,0,7,GoalBias,1,2.2633590698242188,43,126,153.05589491607125
7.0,0,7,RRT*,1,5.054937124252319,215,243,112.50971787112857
7.0,0,8,GoalBias,1,2.3991806507110596,77,155,119.73751390093138
7.0,0,8,Hybrid,1,2.9596140384674072,84,126,158.5684502900751
7.0,0,8,RRT*,1,10.443843126296997,398,361,148.90740475661045
7.0,0,9,GoalBias,1,2.0242440700531006,46,116,115.48980700386831
7.0,0,7,Hybrid,1,17.95207190513611,521,341,127.6624555267068
7.0,0,9,Hybrid,1,6.07138991355896,142,177,153.28409447176978
7.0,0,9,RRT*,1,13.517138004302979,538,565,136.55734525522666
7.0,1,0,RRT*,1,3.951176881790161,166,206,147.68617081517488
7.0,1,0,GoalBias,1,5.687140941619873,376,253,152.46241086342516
7.0,1,1,GoalBias,1,2.654322862625122,91,149,139.75134876036424
7.0,1,0,Hybrid,1,6.824682950973511,290,226,112.48769530465326
7.0,1,1,Hybrid,1,1.4138391017913818,42,85,134.04738785096995
7.0,1,2,GoalBias,1,2.0743918418884277,41,120,115.2270476652311
7.0,1,1,RRT*,1,12.307729244232178,587,484,191.09534819985822
7.0,1,2,RRT*,1,7.1250598430633545,322,304,124.16134373266063
7.0,1,3,GoalBias,1,2.2836251258850098,75,143,111.55593615118248
7.0,1,3,Hybrid,1,2.09271502494812,113,120,146.60211304345876
7.0,1,3,RRT*,1,8.573865175247192,322,353,98.04101084395003
7.0,1,4,RRT*,1,3.7643940448760986,110,207,129.67672250469047
7.0,1,4,Hybrid,1,3.649003028869629,131,156,114.16017110309146
7.0,1,5,RRT*,1,3.826740026473999,107,200,125.73644261274143
7.0,1,4,GoalBias,1,9.03735899925232,251,301,140.56575463780072
7.0,1,5,Hybrid,1,2.9500553607940674,152,162,146.5628649773694
7.0,1,2,Hybrid,1,25.50722098350525,406,370,221.3852436314714
7.0,1,5,GoalBias,1,7.479575872421265,358,296,132.09257352140014
7.0,1,6,Hybrid,1,2.210977077484131,106,135,152.9161958478786
7.0,1,6,GoalBias,1,8.443480014801025,469,321,133.42616121689682
7.0,1,7,GoalBias,1,2.4489471912384033,47,133,123.92465994826769
7.0,1,6,RRT*,1,13.289882898330688,450,500,173.2377791739652
7.0,1,7,Hybrid,1,3.5581769943237305,164,174,144.49753212804308
7.0,1,8,GoalBias,1,2.268521785736084,73,143,110.18010318383493
7.0,1,8,RRT*,1,6.5687689781188965,311,271,168.64510285844858
7.0,1,7,RRT*,1,15.390383005142212,586,499,233.424184335511
7.0,1,8,Hybrid,1,5.205106258392334,228,199,199.1056624639597
7.0,1,9,GoalBias,1,1.9743359088897705,47,120,158.05561415687973
7.0,1,9,Hybrid,1,5.921163082122803,102,140,141.4671428349587
7.0,2,0,GoalBias,1,3.140159845352173,73,136,136.35197250122104
7.0,1,9,RRT*,1,18.069671154022217,692,615,120.6875459145733
7.0,2,0,RRT*,1,20.766053199768066,804,722,120.02542385647888
7.0,2,1,GoalBias,1,2.9709649085998535,56,139,107.21406340509438
7.0,2,1,Hybrid,1,5.520095109939575,203,199,166.46010139664452
7.0,2,1,RRT*,1,16.00278925895691,626,592,160.45342313248705
7.0,2,2,GoalBias,1,2.215665817260742,46,127,144.48186721768366
7.0,2,2,Hybrid,1,3.9925239086151123,141,165,138.92018931852104
7.0,2,2,RRT*,1,16.019142866134644,677,622,175.2133450340086
7.0,2,3,RRT*,1,10.141697883605957,408,413,151.9904892263163
7.0,2,3,GoalBias,1,2.06388521194458,53,133,132.94690903361635
7.0,2,4,RRT*,1,10.21986198425293,364,429,162.70860108064537
7.0,2,3,Hybrid,1,11.366864919662476,303,278,211.45989472500872
7.0,2,4,GoalBias,1,2.3913872241973877,67,139,105.16119424740721
7.0,2,4,Hybrid,1,2.1861541271209717,95,116,137.3877138639982
7.0,2,5,GoalBias,1,7.529671907424927,410,285,201.96698461700507
7.0,2,5,RRT*,1,9.45322585105896,377,427,145.77622874543226
7.0,2,5,Hybrid,1,7.493291139602661,173,198,148.96370159560146
7.0,2,0,Hybrid,1,66.39000010490417,838,634,206.5090060840193
7.0,2,6,Hybrid,1,2.3998947143554688,88,123,142.17279860322066
7.0,2,6,GoalBias,1,5.285794019699097,272,238,125.91174219777132
7.0,2,7,GoalBias,1,2.2919411659240723,43,121,158.85384016237433
7.0,2,6,RRT*,1,18.33304238319397,786,588,175.99386286900008
7.0,2,8,RRT*,1,8.076411008834839,398,311,146.58876458420986
7.0,2,7,RRT*,1,18.93490219116211,665,548,202.4193711030707
7.0,2,7,Hybrid,1,14.51004695892334,439,358,212.55025987705343
7.0,2,8,Hybrid,1,3.6597800254821777,156,172,157.17970551719046
7.0,2,9,GoalBias,1,2.247098922729492,68,121,144.2073588453426
7.0,2,8,GoalBias,1,10.873833894729614,529,360,198.6274557376317
7.0,2,9,Hybrid,1,6.489744186401367,131,179,113.6455434958704
7.0,3,0,GoalBias,1,2.633186101913452,72,139,159.05987573003
7.0,2,9,RRT*,1,14.991933107376099,552,588,137.5976526316551
7.0,3,0,Hybrid,1,1.4041540622711182,40,89,113.08825208006618
7.0,3,1,GoalBias,1,2.6376891136169434,56,140,107.21406340509438
7.0,3,1,Hybrid,1,1.5100300312042236,43,82,123.30323325378674
7.0,3,0,RRT*,1,18.490185976028442,804,679,120.02542385647888
7.0,3,2,GoalBias,1,2.1428301334381104,46,129,144.48186721768366
7.0,3,2,Hybrid,1,3.4310991764068604,77,113,107.89563884213543
7.0,3,1,RRT*,1,22.481296062469482,906,674,205.53610951356117
7.0,3,2,RRT*,1,18.14026379585266,677,608,175.2133450340086
7.0,3,3,GoalBias,1,2.3038251399993896,53,134,132.94690903361635
7.0,3,3,RRT*,1,10.455113887786865,408,403,151.9904892263163
7.0,3,4,GoalBias,1,2.5356900691986084,67,139,105.16119424740721
7.0,3,3,Hybrid,1,8.695657014846802,266,252,174.7588018727099
7.0,3,4,RRT*,1,7.834525108337402,265,338,140.33391922606341
7.0,3,4,Hybrid,1,3.5334551334381104,125,139,132.90571754648167
7.0,3,5,GoalBias,1,7.350131988525391,393,278,209.9116374282239
7.0,3,5,Hybrid,1,6.665704965591431,212,206,125.33552597719205
7.0,3,5,RRT*,1,10.322551250457764,377,428,135.1757330293398
7.0,3,6,Hybrid,1,2.2938449382781982,91,115,106.24680587058218
7.0,3,6,GoalBias,1,5.297885179519653,272,230,125.91174219777132
7.0,3,7,GoalBias,1,2.4690728187561035,43,122,158.85384016237433
7.0,3,6,RRT*,1,11.508403778076172,506,381,220.3661427099134
7.0,3,7,Hybrid,1,4.958201169967651,140,168,123.16160399830898
7.0,3,8,RRT*,1,8.62682819366455,398,320,146.58876458420986
7.0,3,7,RRT*,1,16.035393714904785,586,493,236.01300802888701
7.0,3,8,Hybrid,1,3.2845382690429688,135,155,121.09895284763684
7.0,3,9,GoalBias,1,2.3475341796875,68,128,144.2073588453426
7.0,3,8,GoalBias,1,14.602088928222656,667,443,226.6433614680662
7.0,3,9,RRT*,1,15.194088220596313,552,571,136.1638097791377
7.0,4,0,RRT*,1,6.785806179046631,349,294,146.64997937746793
7.0,4,0,Hybrid,1,2.026082992553711,83,129,108.74925253212676
7.0,3,9,Hybrid,1,12.275471210479736,434,304,149.1224516478015
7.0,4,0,GoalBias,1,2.4587161540985107,73,140,122.38320865031206
7.0,4,1,Hybrid,1,1.9023699760437012,73,111,115.34624287596642
7.0,4,1,GoalBias,1,2.4367942810058594,56,141,107.21406340509438
7.0,4,2,GoalBias,1,6.765167713165283,476,260,137.04404689223924
7.0,4,2,Hybrid,1,1.9090712070465088,96,118,110.9281639752495
7.0,4,2,RRT*,1,9.214262247085571,401,410,161.89824608567707
7.0,4,1,RRT*,1,16.06288504600525,740,625,206.0965724810946
7.0,4,3,GoalBias,1,5.744592189788818,235,289,146.08031763880876
7.0,4,3,Hybrid,1,6.539430856704712,213,217,224.3134847007392
7.0,4,3,RRT*,1,11.875627040863037,491,504,110.29554227623468
7.0,4,4,GoalBias,1,2.341294050216675,67,146,105.16625563446081
7.0,4,4,Hybrid,1,2.33305287361145,95,132,139.92442788225412
7.0,4,5,GoalBias,1,2.9939191341400146,136,169,169.20497082388277
7.0,4,5,Hybrid,1,2.021206855773926,121,121,145.34094455777642
7.0,4,5,RRT*,1,9.48392391204834,377,421,135.1757330293398
7.0,4,4,RRT*,1,17.463318824768066,577,625,157.8624937388627
7.0,4,6,Hybrid,1,1.8214778900146484,55,100,111.10039308071015
7.0,4,6,RRT*,1,7.5303192138671875,328,294,148.52042760583947
7.0,4,6,GoalBias,1,3.8285069465637207,129,170,132.91012575414638
7.0,4,7,GoalBias,1,2.3070530891418457,43,122,158.85384016237433
7.0,4,7,Hybrid,1,3.493273973464966,132,148,109.52673333138391
7.0,4,7,RRT*,1,11.613573789596558,556,417,189.87584140786436
7.0,4,8,RRT*,1,8.580086708068848,398,320,146.58876458420986
7.0,4,8,GoalBias,1,7.569646835327148,260,311,123.23745150514372
7.0,4,9,GoalBias,1,11.223143815994263,635,378,145.35881639981298
7.0,4,8,Hybrid,1,13.008656978607178,442,301,124.17058908042765
7.0,4,9,RRT*,1,13.728830337524414,552,560,135.72129772495697
7.0,0,1,Hybrid,0,,,,
7.0,4,9,Hybrid,1,31.73191523551941,1035,662,189.10323452206327
