gap_width,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
2.5,3,2,GoalBias,1,2.9847171306610107,152,166,123.7370909698658
2.5,3,2,RRT*,1,9.048094034194946,401,349,123.09075198573998
2.5,3,1,Hybrid,1,16.370028972625732,431,344,193.30583877589788
2.5,3,2,Hybrid,1,8.288119792938232,264,222,216.77695595030713
2.5,3,3,Hybrid,1,7.854148864746094,354,241,217.95046376103346
2.5,3,3,RRT*,1,15.823758125305176,642,503,231.36467407999822
2.5,3,4,RRT*,1,9.28808879852295,364,387,123.933854441765
2.5,3,4,GoalBias,1,12.238680124282837,588,413,234.5730639369047
2.5,3,3,GoalBias,1,29.175886631011963,1116,639,181.54863545890456
2.5,3,5,GoalBias,1,7.3396689891815186,388,288,173.35708433453067
2.5,3,5,RRT*,1,14.800103187561035,501,541,185.5182318008875
2.5,3,6,RRT*,1,14.757429122924805,625,491,184.77988082558758
2.5,3,4,Hybrid,1,38.00034713745117,712,551,198.5776940704243
2.5,3,6,GoalBias,1,7.1257851123809814,385,286,184.23640889654425
2.5,3,7,RRT*,1,9.859755992889404,403,348,212.50277620547874
2.5,3,6,Hybrid,1,33.11947202682495,392,361,115.22593342002297
2.5,3,7,GoalBias,1,22.748568773269653,958,575,186.01361454024098
2.5,3,5,Hybrid,1,59.33940315246582,1145,733,183.1471937955642
2.5,2,9,Hybrid,0,,,,
2.5,3,8,RRT*,1,11.030736207962036,490,378,195.09756900975964
2.5,3,8,Hybrid,1,13.633588075637817,600,361,184.04339535828987
2.5,3,8,GoalBias,1,30.83017325401306,1121,685,214.63362418691327
2.5,3,9,GoalBias,1,24.184909105300903,1118,589,208.54625670529157
2.5,3,9,RRT*,1,29.921597242355347,1113,784,214.9969040921458
2.5,3,9,Hybrid,1,15.982323169708252,434,382,199.80392403383993
2.5,4,0,GoalBias,1,11.173573017120361,674,403,191.8329580667574
2.5,4,1,RRT*,1,18.72644567489624,861,556,179.81091132183008
2.5,4,0,Hybrid,1,23.616976976394653,1145,525,228.02360055342675
2.5,4,1,GoalBias,1,2.705828905105591,70,149,109.66155683790831
2.5,4,0,RRT*,0,,,,
2.5,4,2,GoalBias,1,12.089816093444824,757,405,229.26274472148182
2.5,4,1,Hybrid,1,19.63945698738098,699,438,228.00513905730313
2.5,4,2,Hybrid,1,11.397047758102417,345,304,233.9243426723894
2.5,4,3,GoalBias,1,2.8681998252868652,143,160,121.17179443055865
2.5,4,3,RRT*,1,17.750366926193237,765,611,150.5265245932289
2.5,4,2,RRT*,1,38.48206686973572,1360,1068,268.6458514465813
2.5,4,4,RRT*,1,9.4201979637146,470,360,152.63509029830954
2.5,4,4,Hybrid,1,2.661975860595703,210,145,155.4818878531624
2.5,4,3,Hybrid,1,20.389190196990967,875,460,140.5209573198896
2.5,4,5,RRT*,1,7.284998178482056,292,336,139.4610318471527
2.5,4,4,GoalBias,1,22.342548370361328,1232,669,240.60883788161465
2.5,4,5,Hybrid,1,12.623907804489136,499,310,197.15727209687012
2.5,4,5,GoalBias,1,18.484941244125366,699,550,183.92131500713649
2.5,3,7,Hybrid,1,166.0448398590088,1056,772,142.64772491128883
2.5,4,6,GoalBias,1,19.655512809753418,1086,581,170.96796906615174
2.5,4,6,Hybrid,1,31.05341386795044,754,547,154.0172137255699
2.5,4,7,RRT*,1,14.152698755264282,519,461,205.1468977480561
