experiment,level,map_seed,planner_seed,method,variant,success,planning_time,first_solution_iteration,node_count,path_length,reverse_length,switch_count
sensitivity,tangent_extension=6,0,14,Hybrid,tangent_extension,1,4.175222158432007,318,201,185.79237509691646,0.0,0
sensitivity,tangent_extension=8,0,3,Hybrid,tangent_extension,1,1.3063359260559082,53,104,135.6425148708476,0.0,0
sensitivity,tangent_extension=8,0,0,Hybrid,tangent_extension,1,2.5939748287200928,210,167,153.89833989372093,0.0,0
sensitivity,tangent_extension=8,0,1,Hybrid,tangent_extension,1,2.713306188583374,121,168,141.06945813503876,0.0,0
sensitivity,tangent_extension=8,0,5,Hybrid,tangent_extension,1,1.067383050918579,50,92,130.3180141304092,0.0,0
sensitivity,tangent_extension=8,0,7,Hybrid,tangent_extension,1,1.0563480854034424,111,93,168.89619044889474,0.0,0
sensitivity,tangent_extension=8,0,4,Hybrid,tangent_extension,1,1.6046359539031982,105,111,124.38769762775182,0.0,0
sensitivity,tangent_extension=8,0,6,Hybrid,tangent_extension,1,2.171325206756592,105,129,116.54895348059569,0.0,0
sensitivity,tangent_extension=8,0,2,Hybrid,tangent_extension,1,3.8556089401245117,449,209,174.3183531183259,0.0,0
sensitivity,tangent_extension=8,0,10,Hybrid,tangent_extension,1,1.0033459663391113,37,82,146.1969803543168,0.0,0
sensitivity,tangent_extension=8,0,9,Hybrid,tangent_extension,1,1.2554261684417725,63,99,138.7825346492133,0.0,0
sensitivity,tangent_extension=8,0,8,Hybrid,tangent_extension,1,1.9422342777252197,145,133,150.8878748624808,0.0,0
sensitivity,tangent_extension=8,0,11,Hybrid,tangent_extension,1,1.1555721759796143,43,94,119.7962670509862,0.0,0
sensitivity,tangent_extension=8,0,12,Hybrid,tangent_extension,1,1.2849559783935547,66,109,135.5852050585171,0.0,0
sensitivity,tangent_extension=2,0,12,Hybrid,tangent_extension,1,24.669882774353027,275,294,149.4292736653745,0.0,0
sensitivity,tangent_extension=8,0,13,Hybrid,tangent_extension,1,2.0363903045654297,101,140,130.42389051302564,0.0,0
sensitivity,tangent_extension=8,0,14,Hybrid,tangent_extension,1,2.13517689704895,117,118,124.21260947024014,0.0,0
sensitivity,tangent_extension=8,0,17,Hybrid,tangent_extension,1,1.0782489776611328,49,92,122.98400080660448,0.0,0
sensitivity,tangent_extension=8,0,15,Hybrid,tangent_extension,1,2.467860221862793,174,170,149.5526850938906,0.0,0
sensitivity,tangent_extension=8,0,19,Hybrid,tangent_extension,1,1.3661608695983887,72,103,140.55875071256787,0.0,0
sensitivity,tangent_extension=10,0,0,Hybrid,tangent_extension,1,1.5722780227661133,101,115,159.3141466823149,0.0,0
sensitivity,tangent_extension=10,0,1,Hybrid,tangent_extension,1,1.608184814453125,71,124,137.29471263699065,0.0,0
sensitivity,tangent_extension=8,0,18,Hybrid,tangent_extension,1,2.5504519939422607,190,164,122.3733064973678,0.0,0
sensitivity,tangent_extension=10,0,3,Hybrid,tangent_extension,1,1.221848726272583,103,101,142.75713618931306,0.0,0
sensitivity,tangent_extension=10,0,6,Hybrid,tangent_extension,1,1.134688138961792,52,96,118.72067112872804,0.0,0
sensitivity,tangent_extension=10,0,4,Hybrid,tangent_extension,1,1.5446009635925293,82,104,160.38210504106823,0.0,0
sensitivity,tangent_extension=10,0,7,Hybrid,tangent_extension,1,0.8797059059143066,37,77,148.7938349740045,0.0,0
sensitivity,tangent_extension=10,0,5,Hybrid,tangent_extension,1,1.8162691593170166,102,130,134.98282268896128,0.0,0
sensitivity,tangent_extension=10,0,2,Hybrid,tangent_extension,1,2.886509895324707,220,179,146.6693136617637,0.0,0
sensitivity,tangent_extension=8,0,16,Hybrid,tangent_extension,1,5.47695779800415,263,286,158.24625309201383,0.0,0
sensitivity,tangent_extension=10,0,9,Hybrid,tangent_extension,1,0.9985988140106201,55,90,158.26987185539687,0.0,0
sensitivity,tangent_extension=10,0,12,Hybrid,tangent_extension,1,1.021850824356079,33,84,151.34912700694255,0.0,0
sensitivity,tangent_extension=10,0,8,Hybrid,tangent_extension,1,1.6770551204681396,69,112,129.884499625124,0.0,0
sensitivity,tangent_extension=10,0,11,Hybrid,tangent_extension,1,1.2695062160491943,56,101,113.80803508811974,0.0,0
sensitivity,tangent_extension=10,0,10,Hybrid,tangent_extension,1,1.6136090755462646,75,120,149.58597447044937,0.0,0
sensitivity,tangent_extension=10,0,14,Hybrid,tangent_extension,1,1.3600859642028809,57,101,136.9676919210473,0.0,0
sensitivity,tangent_extension=10,0,15,Hybrid,tangent_extension,1,1.1207020282745361,44,98,152.23877765561346,0.0,0
sensitivity,tangent_extension=10,0,17,Hybrid,tangent_extension,1,1.4892499446868896,76,116,136.2662134582282,0.0,0
sensitivity,tangent_extension=10,0,18,Hybrid,tangent_extension,1,1.6427347660064697,75,121,119.46287441831565,0.0,0
sensitivity,tangent_extension=10,0,16,Hybrid,tangent_extension,1,2.611630916595459,95,141,114.74862466277139,0.0,0
sensitivity,tangent_extension=10,0,13,Hybrid,tangent_extension,1,3.4711251258850098,220,189,178.38805504881273,0.0,0
sensitivity,tangent_extension=10,0,19,Hybrid,tangent_extension,1,8.38663125038147,222,236,127.29696943300726,0.0,0
