config,trial,success,path_length,planning_time,num_nodes,num_iterations
Baseline,1,True,34.175464689237614,0.39978814125061035,229,57
Baseline,2,True,41.60132310147205,0.584216833114624,270,91
Baseline,3,True,34.80110564540361,0.5334031581878662,273,97
Baseline,4,True,35.90204220064094,0.531231164932251,251,96
Baseline,5,True,43.12652522070774,0.7282350063323975,330,190
Baseline,6,True,38.616059594188265,0.5922729969024658,294,132
Baseline,7,True,40.66326394511914,0.5697150230407715,296,147
Baseline,8,True,29.04829607783869,0.45484399795532227,242,87
Baseline,9,True,39.640813573683715,0.4642670154571533,250,76
Baseline,10,True,41.74006024715264,0.5256891250610352,275,127
Baseline,11,True,39.80256940139286,0.5550389289855957,285,94
Baseline,12,True,30.291030627586576,0.47577381134033203,262,93
Baseline,13,True,33.09916058933059,0.4804720878601074,256,86
Baseline,14,True,35.74919393154213,0.5321710109710693,274,136
Baseline,15,True,39.275155279618915,0.5438196659088135,297,108
Baseline,16,True,41.74745062357983,0.44614386558532715,254,73
Baseline,17,True,34.286565290236936,0.549278974533081,269,130
Baseline,18,True,37.62921484745426,0.5700018405914307,280,112
Baseline,19,True,33.29534555245564,0.4833090305328369,234,101
Baseline,20,True,39.516103917329765,0.4553530216217041,249,81
Baseline,21,True,38.13901541547816,0.5062479972839355,251,48
Baseline,22,True,38.09331187872626,0.45897674560546875,257,87
Baseline,23,True,44.26297853233765,0.42725706100463867,218,35
Baseline,24,True,31.593576883170336,0.44016408920288086,237,55
Baseline,25,True,33.81452476209651,0.3926370143890381,225,34
Baseline,26,True,45.510135001689214,0.6722424030303955,280,118
Baseline,27,True,30.152171270771372,0.6231081485748291,303,140
Baseline,28,True,42.71595995481002,0.6928741931915283,263,102
Baseline,29,True,29.559344822770118,0.5412709712982178,261,82
Baseline,30,True,35.192697715782685,0.36115312576293945,218,51
Baseline,31,True,33.52794973255,0.6368298530578613,303,157
Baseline,32,True,37.37368317370344,0.6316328048706055,288,120
Baseline,33,True,29.732885809400635,0.4988260269165039,235,97
Baseline,34,True,36.76767312518839,0.5008730888366699,261,69
Baseline,35,True,39.207991769205144,0.5348830223083496,279,116
Baseline,36,True,35.28096066226559,0.49203991889953613,266,91
Baseline,37,True,45.18031897579531,0.4590330123901367,244,66
Baseline,38,True,31.438853573407155,0.622859001159668,287,139
Baseline,39,True,33.26979455762585,0.4568800926208496,261,85
Baseline,40,True,32.457698223548036,0.5332698822021484,258,57
Baseline,41,True,39.31713584738163,0.5550582408905029,247,56
Baseline,42,True,34.45016534383701,0.5449018478393555,264,91
Baseline,43,True,33.299557448738234,0.5808501243591309,285,133
Baseline,44,True,36.72126193248628,0.4768397808074951,258,100
Baseline,45,True,39.676994347477404,0.4778940677642822,265,91
Baseline,46,True,42.664128516087096,0.40437889099121094,235,43
Baseline,47,True,39.30292612326259,0.556272029876709,282,85
Baseline,48,True,42.75797437409743,0.4714548587799072,239,95
Baseline,49,True,38.22308111339647,0.555570125579834,272,110
Baseline,50,True,33.22930820103984,0.6320750713348389,329,163
GoalBias,1,True,34.85193846708284,0.30422091484069824,186,49
GoalBias,2,True,41.62645464961093,0.3557758331298828,205,51
GoalBias,3,True,48.14233246696654,0.7632787227630615,312,111
GoalBias,4,True,40.876042927307246,0.8270299434661865,249,36
GoalBias,5,True,34.76010701534668,0.32303500175476074,193,62
GoalBias,6,True,41.28139854970676,0.382584810256958,205,53
GoalBias,7,True,29.92578003678978,0.5827169418334961,231,55
GoalBias,8,True,35.79821452894342,1.2595348358154297,272,64
