success,path_length,travel_time,planning_ms,mean_curvature,max_curvature,smoothness,min_static_clearance,min_dynamic_clearance,scene,split,difficulty,method,footprint_collisions
0,14.57999999999998,16.2,1.8104170012520626,0.0,0.0,0.0,1.5999999999999996,0.7375635565834276,27,test,simple,Greedy+APF,0
0,1.0799999999999985,2.1,245.58350000006612,0.23176412370185678,0.40558721647824947,0.020279360823912473,1.5910284645878356,5.873027570678214,27,test,simple,RCRA*+DWA,0
0,45.0225,180.0,0.5447919975267723,0.3904903589760033,0.40558721647824947,0.00022545148220024986,0.0016973319942698137,0.8336455311479131,27,test,simple,A*+UA,1034
0,45.0225,180.0,2.2763750021113083,0.3904903589760033,0.40558721647824947,0.00022545148220024986,0.0016973319942698137,0.8336455311479131,27,test,simple,RCRA*+UA (Ours),1034
0,1.5974999999999935,3.5,301.941916000942,0.266528742257136,0.40558721647824947,0.01192903577877229,1.169220890988531,16.35267775208728,28,test,moderate,A*+DWA,0
0,7.695573452626999,19.900000000000002,318.4955409997201,0.24440134925689672,0.40558721647824947,0.008902476473321333,0.7843581016450437,10.258449882925424,28,test,moderate,Hybrid A*+TEB,0
0,3.9599999999999937,4.4,13.341707999643404,0.0,0.0,0.0,1.6000000000000005,14.72440151585117,28,test,moderate,Greedy+APF,0
0,1.5974999999999935,3.5,263.5611660007271,0.266528742257136,0.40558721647824947,0.01192903577877229,1.169220890988531,16.35267775208728,28,test,moderate,RCRA*+DWA,0
1,15.47191456237292,29.0,0.44616699960897677,0.20791059731326203,0.40558721647824947,0.012000616419901376,0.8892514440996174,8.25715798579871,28,test,moderate,A*+UA,0
0,40.635000000000005,180.0,2.7120839986309875,0.40513656401549564,0.40558721647824947,0.00022545148220024986,0.003667668505423667,8.893853850615848,28,test,moderate,RCRA*+UA (Ours),1069
0,0.08999999999999986,0.1,239.87991600006353,0.0,0.0,0,1.5099999999999998,25.20785790185275,29,test,hard,A*+DWA,0
0,0.08999999999999986,0.1,278.7282499994035,0.0,0.0,0,1.5099999999999998,25.20785790185275,29,test,hard,Hybrid A*+TEB,0
0,10.282499999999988,12.4,15.702750002674293,0.042521240437235826,0.40558721647824947,0.0032974570445386134,1.5999999999999996,18.792755298534928,29,test,hard,Greedy+APF,0
0,0.08999999999999986,0.1,250.81262499952572,0.0,0.0,0,1.5099999999999998,25.20785790185275,29,test,hard,RCRA*+DWA,0
0,0.0,0.0,2.578416999313049,0.0,0.0,0,1.5999999999999996,25.298221281347036,29,test,hard,A*+UA,1
0,0.0,0.0,10.020084002462681,0.0,0.0,0,1.5999999999999996,25.298221281347036,29,test,hard,RCRA*+UA (Ours),1
