success,path_length,travel_time,planning_ms,mean_curvature,max_curvature,smoothness,min_static_clearance,min_dynamic_clearance,scene,split,difficulty,method,footprint_collisions
0,13.769999999999982,15.3,9.603750000678701,0.0,0.0,0.0,1.4848905683585105,6.204232426336073,5,train,hard,Greedy+APF,0
0,1.0799999999999985,2.1,240.36216700187651,0.23176412370185678,0.40558721647824947,0.020279360823912473,1.5910284645878356,6.943810193258454,5,train,hard,RCRA*+DWA,0
0,15.4915466836332,20.900000000000002,0.5451250035548583,0.09531628968591582,0.40558721647824947,0.005856950465838242,0.6195029316623447,6.204232426336073,5,train,hard,A*+UA,38
0,15.4915466836332,20.900000000000002,2.2885839971422683,0.09531628968591582,0.40558721647824947,0.005856950465838242,0.6195029316623447,6.204232426336073,5,train,hard,RCRA*+UA (Ours),38
0,0.629999999999999,0.7000000000000001,218.80787500049337,0.0,0.0,0.0,1.20066648158429,7.2150190574938895,6,train,simple,A*+DWA,0
0,0.2699999999999993,0.30000000000000004,395.3930000025139,7.824388086247376e-16,1.2432035494856046e-15,6.216017747428023e-16,1.0908296461226406,7.452535837183355,6,train,simple,Hybrid A*+TEB,0
0,14.698706348267587,24.400000000000002,1.7467090001446195,0.16958607398497544,0.40558721647824947,0.007084925414691081,1.200025420513095,6.541965260514027,6,train,simple,Greedy+APF,0
0,0.629999999999999,0.7000000000000001,197.3300419995212,0.0,0.0,0.0,1.20066648158429,7.2150190574938895,6,train,simple,RCRA*+DWA,0
1,15.38999999999998,17.1,0.2803750030579977,0.0,0.0,0.0,1.2000416659433115,4.989589161444057,6,train,simple,A*+UA,0
0,40.63499999999999,180.0,2.301249998708954,0.40513656401549564,0.40558721647824947,0.00022545148220024986,0.0036676685054187904,7.579094404182371,6,train,simple,RCRA*+UA (Ours),1048
0,1.5974999999999935,3.5,239.04775000119116,0.266528742257136,0.40558721647824947,0.01192903577877229,1.111773132870984,7.097201497493208,7,validation,moderate,A*+DWA,0
0,6.808455377284539,18.1,506.3418339996133,0.24491615002424927,0.40558721647824947,0.007698325437276619,1.5098176131990695,2.4392566806232407,7,validation,moderate,Hybrid A*+TEB,0
0,14.57999999999998,16.2,1.7494169987912755,0.0,0.0,0.0,1.2000416659433113,0.5220153254455235,7,validation,moderate,Greedy+APF,0
0,1.5974999999999935,3.5,242.113790998701,0.266528742257136,0.40558721647824947,0.01192903577877229,1.111773132870984,7.097201497493208,7,validation,moderate,RCRA*+DWA,0
