scenario,method,trials,successes,success_rate_percent,mean_planning_time,std_planning_time,median_planning_time,mean_first_solution_iteration,std_first_solution_iteration,median_first_solution_iteration,mean_node_count,std_node_count,median_node_count,mean_path_length,std_path_length,median_path_length
hybrid_single_blocker,RRT*,2,2,100.0,3.9344226121902466,1.8626359686291163,3.9344226121902466,360.0,207.88939366884497,360.0,443.0,188.09040379562165,443.0,168.4862015041499,14.029730555855721,168.4862015041499
hybrid_single_blocker,GoalBias,2,2,100.0,1.1578404903411865,0.15602695883775353,1.1578404903411865,106.0,21.213203435596427,106.0,179.5,24.748737341529164,179.5,134.82549011744928,0.8212942873732003,134.82549011744928
hybrid_single_blocker,Hybrid,2,2,100.0,0.5237958431243896,0.1034978242520799,0.5237958431243896,39.0,1.4142135623730951,39.0,87.5,9.192388155425117,87.5,139.7221281122003,1.480044548180148,139.7221281122003
hybrid_staggered_trees,RRT*,2,2,100.0,3.35158109664917,0.5021264263907846,3.35158109664917,269.5,37.476659402887016,269.5,338.0,52.32590180780452,338.0,144.32365429437093,41.53561227147795,144.32365429437093
hybrid_staggered_trees,GoalBias,2,2,100.0,2.6232094764709473,1.98272262386769,2.6232094764709473,199.0,152.73506473629428,199.0,241.5,140.71424945612296,241.5,152.20742231989993,9.343546918065279,152.20742231989993
hybrid_staggered_trees,Hybrid,2,2,100.0,0.9472314119338989,0.12234168022130062,0.9472314119338989,71.5,13.435028842544403,71.5,107.0,4.242640687119285,107.0,150.0437703302182,29.975367482661994,150.0437703302182
hybrid_row_corridor,RRT*,2,2,100.0,12.982666969299316,12.50768083847848,12.982666969299316,650.5,596.0910165402596,650.5,622.0,514.7737367038065,622.0,150.04410959267616,35.869309884769145,150.04410959267616
hybrid_row_corridor,GoalBias,2,2,100.0,1.6352159976959229,0.2968321618673126,1.6352159976959229,86.5,62.932503525602726,86.5,110.5,26.16295090390226,110.5,141.6643024702098,0.13299966029477936,141.6643024702098
hybrid_row_corridor,Hybrid,2,2,100.0,0.9710018634796143,0.20654012536545407,0.9710018634796143,43.5,10.606601717798213,43.5,68.5,2.1213203435596424,68.5,115.30570920075012,13.202016496571568,115.30570920075012
