density,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
20,0,1,Hybrid,1,1.568559169769287,44,93,146.4689202914723
20,0,2,RRT*,1,7.291977882385254,311,350,145.75446566645329
20,0,2,GoalBias,1,2.715039014816284,98,165,147.3778204319594
20,0,2,Hybrid,1,1.7093939781188965,63,104,157.54897921694993
20,0,3,RRT*,1,6.146459102630615,294,304,132.76007666016642
20,0,3,GoalBias,1,1.8551411628723145,53,126,129.61714616903896
20,0,3,Hybrid,1,1.634789228439331,79,110,149.63254514385852
20,0,4,RRT*,1,2.426971197128296,80,151,109.18980088027435
20,0,4,GoalBias,1,3.3192250728607178,159,187,122.35926107239428
20,0,4,Hybrid,1,3.4306719303131104,128,150,150.93583612577285
20,0,5,RRT*,1,6.12581467628479,289,290,153.45668617393875
20,0,5,GoalBias,1,41.821646213531494,759,698,168.05273170929388
20,0,5,Hybrid,1,1.598179817199707,52,98,130.58702070015843
20,0,6,RRT*,1,5.13825798034668,202,244,163.99939067187464
20,0,6,GoalBias,1,2.0091969966888428,64,115,124.84852674924991
20,0,6,Hybrid,1,1.2982759475708008,48,89,140.38075510051968
20,0,7,RRT*,1,5.452641010284424,229,282,170.4807739508074
20,0,7,GoalBias,1,2.640287160873413,88,151,111.0856550121026
20,0,7,Hybrid,1,3.4634780883789062,147,151,174.86627070045643
20,0,8,RRT*,1,5.079845905303955,214,263,144.30066950716684
20,0,8,GoalBias,1,2.88234806060791,95,157,140.65796881819455
20,0,8,Hybrid,1,1.599707841873169,135,105,121.43986329310997
20,0,9,RRT*,1,14.193496704101562,576,615,185.90365361662566
20,0,9,GoalBias,1,1.8036682605743408,70,118,121.59516784123713
20,0,9,Hybrid,1,2.0628108978271484,81,97,123.34756862456949
20,1,0,RRT*,1,13.694272994995117,592,548,160.80690250376875
20,1,0,GoalBias,1,7.575725078582764,307,320,152.35522815689401
20,1,0,Hybrid,1,1.3994441032409668,55,97,161.13951609170104
20,1,1,RRT*,1,9.644752025604248,438,425,198.6478819197325
20,1,1,GoalBias,1,2.8699429035186768,173,175,128.1286798263644
20,1,1,Hybrid,1,2.6972386837005615,105,136,130.84773589546214
20,1,2,RRT*,1,17.16771125793457,665,658,173.5923080838532
20,1,2,GoalBias,1,3.0652706623077393,97,161,147.61391731875474
20,1,2,Hybrid,1,1.3042888641357422,82,84,133.35924254946462
20,1,3,RRT*,1,16.988193035125732,685,674,129.05128290366792
20,1,3,GoalBias,1,11.220191955566406,449,418,128.1244697801722
20,1,3,Hybrid,1,10.438278913497925,241,228,149.37680662167196
20,1,4,RRT*,1,3.5898540019989014,112,165,184.0864752636164
20,1,4,GoalBias,1,5.006742715835571,256,253,136.12006663789873
20,1,4,Hybrid,1,3.098461866378784,202,176,143.52011890049087
20,1,5,RRT*,1,3.664919137954712,130,201,139.45006635061398
20,1,5,GoalBias,1,3.64237904548645,141,183,189.7754762208274
20,1,5,Hybrid,1,1.6407287120819092,87,98,146.29260202282913
20,1,6,RRT*,1,15.479972839355469,589,587,160.86514235016344
20,1,6,GoalBias,1,2.104494094848633,56,114,141.3538140377849
20,1,6,Hybrid,1,1.46156907081604,48,93,170.19755837162705
20,1,7,RRT*,1,5.141013145446777,237,263,153.98683051623993
20,1,7,GoalBias,1,6.544718265533447,176,222,164.82583226767179
20,1,7,Hybrid,1,2.2783007621765137,145,146,157.86581435347526
20,1,8,RRT*,1,5.250653266906738,214,264,140.4916306709426
20,1,8,GoalBias,1,7.226457834243774,285,308,117.88657462289633
20,1,8,Hybrid,1,1.4051661491394043,42,93,139.85331349250924
20,1,9,RRT*,1,33.21953010559082,1166,1110,167.22280987901846
20,1,9,GoalBias,1,1.9241900444030762,64,120,159.80107571916523
20,1,9,Hybrid,1,7.415654897689819,155,185,152.87191206019307
20,2,0,RRT*,1,3.8418009281158447,126,190,131.19307888530903
20,2,0,GoalBias,1,4.574077129364014,351,174,120.8872928122977
20,2,0,Hybrid,1,1.1819441318511963,45,80,126.68260665180193
20,2,1,RRT*,1,11.327404022216797,479,506,213.25094202234942
20,2,1,GoalBias,1,2.698676824569702,82,151,111.2084979369904
20,2,1,Hybrid,1,2.5238473415374756,114,146,113.97009585338012
20,2,2,RRT*,1,22.855556964874268,863,830,197.58714967565518
20,2,2,GoalBias,1,2.7588400840759277,101,155,123.69732929384175
20,2,2,Hybrid,1,2.57849383354187,116,147,142.9188581009006
20,2,3,RRT*,1,11.467429876327515,481,485,145.96724598286033
20,2,3,GoalBias,1,2.4565341472625732,104,147,118.76819034988014
20,2,3,Hybrid,1,1.6357948780059814,47,99,86.9294824108338
20,2,4,RRT*,1,4.025979042053223,150,230,118.95337486611447
20,2,4,GoalBias,1,2.5927412509918213,159,143,121.48883707819934
20,2,4,Hybrid,1,3.860599994659424,166,165,135.0800887748118
20,2,5,RRT*,1,3.3840909004211426,128,195,127.1170408209593
20,2,5,GoalBias,1,3.1788980960845947,136,165,141.9057961539984
20,2,5,Hybrid,1,2.913024663925171,229,140,130.56450736075635
20,2,6,RRT*,1,10.716758728027344,450,450,138.98997713645886
20,2,6,GoalBias,1,6.6595587730407715,371,326,182.73350956083436
