density,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
30,3,6,GoalBias,1,2.6474668979644775,50,115,109.0237471793138
30,3,6,Hybrid,1,3.551435947418213,138,129,113.25718766658268
30,3,7,RRT*,1,15.652323961257935,504,493,177.62344459790074
30,3,7,GoalBias,1,3.5394959449768066,109,149,138.5825198108998
30,3,7,Hybrid,1,30.89193296432495,285,308,123.13677818405928
30,3,8,RRT*,1,5.594208002090454,174,244,139.6146403682851
30,3,8,GoalBias,1,3.197326898574829,81,140,149.3992729421248
30,3,8,Hybrid,1,1.5222809314727783,38,77,136.98015698868707
30,3,9,RRT*,1,17.33440065383911,538,537,210.73752826873783
30,3,9,GoalBias,1,3.345949172973633,78,139,155.82532529708777
30,3,9,Hybrid,1,1.9088058471679688,51,87,126.12912934979872
30,4,0,RRT*,1,22.37134099006653,731,658,162.22775480293163
30,4,0,GoalBias,1,13.834121942520142,405,341,157.80991639732582
30,4,0,Hybrid,1,8.35370421409607,51,157,115.08162533354823
30,4,1,RRT*,1,4.694224119186401,185,172,147.09945294318746
30,4,1,GoalBias,1,2.9259700775146484,102,99,133.40282686597627
30,4,1,Hybrid,1,11.538264036178589,111,166,105.187549516764
30,4,2,RRT*,1,8.201830863952637,250,267,146.84526919592884
30,4,2,GoalBias,1,2.6261579990386963,61,105,110.74777279185285
30,4,2,Hybrid,1,20.535956144332886,354,242,160.49581682018268
30,4,3,RRT*,1,14.758110046386719,518,489,169.98012155226988
30,4,3,GoalBias,1,2.501375913619995,52,108,122.48770220346984
30,4,3,Hybrid,1,10.655740976333618,473,195,122.5087480914678
30,4,4,RRT*,1,10.661394834518433,364,364,141.74311835414724
30,4,4,GoalBias,1,8.184540748596191,366,278,156.27097259198413
30,4,4,Hybrid,1,9.687573909759521,136,205,151.30735238253288
30,4,5,RRT*,1,7.358546733856201,378,249,185.39886196058296
30,4,5,GoalBias,1,3.281553030014038,93,130,157.39444100229844
30,4,5,Hybrid,1,8.414577960968018,118,153,112.55861736038965
30,4,6,RRT*,1,14.560832977294922,499,468,138.22407353924336
30,4,6,GoalBias,1,4.123120069503784,209,147,178.930327722567
30,4,6,Hybrid,1,13.967601299285889,62,174,132.0517722684254
30,4,7,RRT*,1,8.666175842285156,315,314,128.85135398729744
30,4,7,GoalBias,1,2.1589410305023193,43,93,112.56709558277453
30,4,7,Hybrid,1,8.060647964477539,77,156,144.6835184096551
30,4,8,RRT*,1,10.637273788452148,489,286,117.19574702455267
30,4,8,GoalBias,1,3.322417974472046,127,133,139.4128630957295
30,4,8,Hybrid,1,13.67188572883606,62,184,140.44213388610086
30,4,9,RRT*,1,13.435120105743408,460,413,193.73792179202394
30,4,9,GoalBias,1,10.822376012802124,392,339,122.20437641137985
30,4,9,Hybrid,1,21.148645877838135,79,181,109.37393229289295
40,0,0,RRT*,1,18.88905382156372,542,439,207.31252162865067
40,0,0,GoalBias,1,7.462479114532471,257,189,127.8500743810553
40,0,0,Hybrid,1,27.37984609603882,552,380,148.06713336438733
40,0,1,RRT*,1,10.514070987701416,392,262,153.3213392510096
40,0,1,GoalBias,1,6.311131954193115,234,166,134.68403621117903
40,0,1,Hybrid,1,46.54345703125,415,346,188.55580634979822
40,0,2,RRT*,1,8.742960929870605,282,219,148.6733222239119
40,0,2,GoalBias,1,11.394315719604492,435,286,155.49234194008415
40,0,2,Hybrid,1,7.0962138175964355,225,172,125.75911050468554
40,0,3,RRT*,1,20.913121223449707,746,358,164.13670481565197
40,0,3,GoalBias,1,8.842087745666504,290,225,146.45633088587633
40,0,3,Hybrid,1,101.47678327560425,541,444,162.01216667714806
40,0,4,RRT*,1,14.20173692703247,428,293,117.71871665993197
40,0,4,GoalBias,1,4.130727291107178,144,147,115.06677863898099
40,0,4,Hybrid,1,143.7547950744629,939,653,196.70107983255804
40,0,5,RRT*,1,20.685169219970703,622,422,218.4842114207279
40,0,5,GoalBias,1,16.113944053649902,650,349,210.27999932089534
40,0,5,Hybrid,1,9.456913709640503,436,159,168.53299347520203
40,0,6,RRT*,1,9.936975717544556,336,243,143.4495966394257
40,0,6,GoalBias,1,15.815726041793823,629,364,118.8056257952707
40,0,6,Hybrid,1,6.674771070480347,331,176,132.03675443335936
40,0,7,RRT*,1,14.94629693031311,469,352,161.41113713130912
40,0,7,GoalBias,1,9.081199884414673,315,188,140.1506613070757
40,0,7,Hybrid,1,36.51926803588867,474,410,189.4096342796684
40,0,8,RRT*,1,7.727697849273682,351,207,142.1717475738688
40,0,8,GoalBias,1,6.3436479568481445,185,149,136.5917939357601
40,0,8,Hybrid,1,116.3787829875946,849,581,146.28230609072725
40,0,9,RRT*,1,13.634150266647339,468,328,132.92105412982838
40,0,9,GoalBias,1,21.193272829055786,935,422,173.94890061966706
40,0,9,Hybrid,1,14.32025694847107,383,266,139.19047409799012
40,1,0,RRT*,1,10.42385196685791,274,248,181.397670083151
40,1,0,GoalBias,1,30.925604104995728,729,571,176.63024054911202
40,1,0,Hybrid,1,9.747513055801392,615,195,108.00827248727893
40,1,1,RRT*,1,6.066116094589233,161,169,131.30747179425433
40,1,1,GoalBias,1,4.121746063232422,121,111,117.69729572891012
40,1,1,Hybrid,1,3.2402842044830322,159,111,137.32178381457004
40,1,2,RRT*,1,34.31876301765442,863,670,147.17803948654947
40,1,2,GoalBias,1,4.139392137527466,110,115,157.18684610941662
40,1,2,Hybrid,1,7.159754037857056,334,153,136.45555751338946
40,1,3,RRT*,1,13.731246948242188,408,362,139.34822928242082
40,1,3,GoalBias,1,8.271481990814209,230,211,149.10993718287912
40,1,3,Hybrid,1,2.4659409523010254,81,83,151.96256228652598
40,1,4,RRT*,1,16.209038972854614,390,296,146.62123298375073
40,1,4,GoalBias,1,5.847472190856934,240,176,151.610574321061
40,1,4,Hybrid,1,2.303748846054077,48,74,133.69052868551202
40,1,5,RRT*,1,16.1827130317688,463,407,149.52864176970365
40,1,5,GoalBias,1,8.691022157669067,410,173,125.09349066126401
40,1,5,Hybrid,1,2.6941800117492676,89,84,161.3533276202477
40,1,6,RRT*,1,16.343168020248413,499,413,136.01212570440165
40,1,6,GoalBias,1,4.019274950027466,67,107,117.76743507130108
40,1,6,Hybrid,1,2.182133913040161,47,79,108.57473427586751
40,1,7,RRT*,1,9.965632915496826,351,240,161.71402212017844
40,1,7,GoalBias,1,82.35007524490356,1339,860,166.94341240365281
40,1,7,Hybrid,1,2.5682308673858643,112,92,119.72063745864226
40,1,8,RRT*,1,29.784375190734863,805,431,210.03343457078537
40,1,8,GoalBias,1,3.4904050827026367,75,113,107.3673325029734
40,1,8,Hybrid,1,3.4913079738616943,95,104,146.81121614771635
40,1,9,RRT*,1,17.324139833450317,487,407,159.44788608073887
40,1,9,GoalBias,1,2.9971840381622314,64,97,130.44774706938645
40,1,9,Hybrid,1,6.6422951221466064,256,141,117.79324758996604
40,2,0,RRT*,1,47.047791957855225,994,843,159.1218452306325
40,2,0,GoalBias,1,23.398916006088257,870,498,139.84099080693693
40,2,0,Hybrid,1,242.0016691684723,1173,842,170.80867176709063
40,2,1,RRT*,1,6.877088308334351,153,176,160.12998779266852
40,2,1,GoalBias,1,6.926817178726196,304,169,128.1151464391774
40,2,1,Hybrid,1,104.31004095077515,812,721,146.7799416408666
40,2,2,RRT*,1,19.3676700592041,524,454,158.52483879749377
40,2,2,GoalBias,1,4.598785877227783,125,154,127.68762258927667
40,2,2,Hybrid,1,66.54860401153564,629,473,120.17814074728261
40,2,3,RRT*,1,12.506330013275146,404,361,158.65706878562804
40,2,3,GoalBias,1,22.86955976486206,820,483,136.03616037998663
40,2,3,Hybrid,1,68.98692393302917,467,433,137.0212835083728
40,2,4,RRT*,1,24.58736801147461,603,531,191.18746196034826
40,2,4,GoalBias,1,14.757450103759766,666,328,159.71547601938104
40,2,4,Hybrid,1,333.8787121772766,1287,1011,119.88688027710698
40,2,5,RRT*,1,14.133268117904663,378,383,145.53242557827528
40,2,5,GoalBias,1,14.74208688735962,560,338,166.93529647609776
40,2,5,Hybrid,1,189.23129892349243,950,798,146.43378205817632
40,2,6,RRT*,1,8.9483802318573,222,236,186.12311236396488
40,2,6,GoalBias,1,19.64303207397461,675,403,162.55052298290676
40,2,6,Hybrid,1,300.09117317199707,888,767,147.40983058160336
40,2,7,RRT*,1,7.719103813171387,180,209,144.91235266354303
40,2,7,GoalBias,1,10.06951904296875,461,222,158.60486836779614
40,2,7,Hybrid,1,18.77537512779236,416,353,144.0235425897366
40,2,8,RRT*,1,22.61733317375183,688,499,138.35444443614742
40,2,8,GoalBias,1,4.966104745864868,169,143,133.89604160357854
40,2,8,Hybrid,1,12.747496128082275,164,225,142.32474837824802
40,2,9,RRT*,1,24.65828514099121,634,545,199.71760442579355
40,2,9,GoalBias,1,7.753558874130249,343,217,145.5153441534652
40,2,9,Hybrid,1,47.983819007873535,1232,632,170.7929307392851
40,3,0,RRT*,1,22.25062084197998,596,554,155.02435896530892
40,3,0,GoalBias,1,3.6722590923309326,91,133,163.0381654552274
40,3,0,Hybrid,1,11.467211723327637,398,237,141.45762881145413
40,3,1,RRT*,1,5.237138986587524,141,161,147.55867467076703
40,3,1,GoalBias,1,6.2653279304504395,200,161,154.19845748363727
40,3,1,Hybrid,1,9.108091115951538,231,188,155.07196745124807
40,3,2,RRT*,1,11.254355192184448,322,248,120.68949825593761
40,3,2,GoalBias,1,6.39717698097229,152,175,104.31417917213547
40,3,2,Hybrid,1,29.696089029312134,370,341,154.12552463734656
40,3,3,RRT*,1,12.026869058609009,352,335,168.26114229866488
40,3,3,GoalBias,1,62.53496694564819,967,751,127.20182592308505
40,3,3,Hybrid,1,3.713006019592285,118,108,133.99469385984904
40,3,4,RRT*,1,18.62540912628174,517,428,173.33977137558287
40,3,4,GoalBias,1,4.304326772689819,157,152,152.6768279607629
40,3,4,Hybrid,1,3.714334011077881,144,120,128.47993976272593
40,3,5,RRT*,1,12.138171911239624,491,220,157.54722589857394
40,3,5,GoalBias,1,5.166897773742676,125,163,130.37573546629667
40,3,5,Hybrid,1,4.0118162631988525,124,133,149.61477319586402
40,3,6,RRT*,1,13.43821382522583,414,359,137.54855294717962
40,3,6,GoalBias,1,4.9043190479278564,225,143,124.15063283053281
40,3,6,Hybrid,1,53.82297706604004,477,378,157.99050633195517
40,3,7,RRT*,1,7.85352087020874,207,243,129.2225381087285
40,3,7,GoalBias,1,4.327286243438721,109,140,138.5825198108998
40,3,7,Hybrid,1,10.770363092422485,149,200,158.81743172405552
40,3,8,RRT*,1,6.786271810531616,174,235,139.6146403682851
40,3,8,GoalBias,1,4.233798980712891,127,144,113.38164588448453
40,3,8,Hybrid,1,4.344852924346924,104,126,146.8271072472902
40,3,9,RRT*,1,6.775844097137451,186,196,124.4381552129462
40,3,9,GoalBias,1,3.412449836730957,64,112,146.09332952782958
40,3,9,Hybrid,1,394.26243829727173,1115,974,162.11245950757362
40,4,0,RRT*,1,18.318938970565796,520,360,137.2209969935725
40,4,0,GoalBias,1,11.11886477470398,429,283,160.14570846913904
40,4,0,Hybrid,1,12.562849760055542,729,192,123.81629151714095
40,4,1,RRT*,1,18.403486251831055,740,367,163.06307214550154
40,4,1,GoalBias,1,7.9910478591918945,358,207,143.29980996056676
40,4,1,Hybrid,0,,,,
40,4,2,RRT*,1,23.335494995117188,885,416,135.86167560881447
40,4,2,GoalBias,1,23.151103973388672,940,233,145.7748812690899
40,4,2,Hybrid,1,6.544125080108643,451,103,128.49898208908004
40,4,3,RRT*,1,16.7514808177948,518,409,163.32252395136135
40,4,3,GoalBias,1,9.992876052856445,611,149,128.08522731625968
40,4,3,Hybrid,1,21.894363164901733,642,237,157.73801008863575
40,4,4,RRT*,1,20.711994886398315,577,443,176.15147261847648
40,4,4,GoalBias,1,22.188530921936035,1490,258,192.82588592099836
40,4,4,Hybrid,1,23.64336085319519,343,296,155.23023508263634
40,4,5,RRT*,1,33.18828010559082,965,479,145.036613473743
40,4,5,GoalBias,1,14.039860963821411,427,244,186.68609400867305
40,4,5,Hybrid,1,47.916173219680786,1393,487,201.31909474951303
40,4,6,RRT*,1,22.312578916549683,807,433,219.16867800949078
40,4,6,GoalBias,1,39.58518409729004,998,421,167.8869719973381
40,4,6,Hybrid,1,19.328269004821777,1306,150,154.93168166739824
40,4,7,RRT*,1,15.287228107452393,546,333,162.57052070010613
40,4,7,GoalBias,1,16.100966930389404,727,293,168.62049259091208
40,4,7,Hybrid,0,,,,
40,4,8,RRT*,1,14.302263021469116,510,222,128.6989854681516
40,4,8,GoalBias,0,,,,
40,4,8,Hybrid,1,38.04344892501831,1266,305,165.59564799436095
40,4,9,RRT*,1,31.32114887237549,960,605,130.88400732325024
40,4,9,GoalBias,1,20.95751690864563,938,286,159.76161471955825
40,4,9,Hybrid,0,,,,
