overlap,map_seed,search_seed,method,success,planning_time,first_solution_iteration,node_count,path_length
0,2,9,RRT*,1,15.63471531867981,488,485,168.58472238506678
0,3,1,Hybrid,1,2.3671438694000244,98,89,131.07189633127476
0,3,2,Hybrid,1,2.0069267749786377,45,87,137.57894853227003
0,3,2,GoalBias,1,3.811829090118408,133,137,143.58298609270273
0,3,3,GoalBias,1,3.3133323192596436,71,136,120.33317209919193
0,3,2,RRT*,1,9.258240938186646,299,315,193.7251182091834
0,3,3,RRT*,1,10.561415910720825,407,354,153.54240431164578
0,3,4,GoalBias,1,2.9601290225982666,69,131,130.71116708761247
0,3,4,Hybrid,1,2.8534348011016846,126,105,113.46800890254829
0,3,5,RRT*,1,6.601302146911621,177,223,139.68991604343344
0,3,4,RRT*,1,17.514569997787476,503,478,107.6513296893249
0,3,5,Hybrid,1,2.1200952529907227,39,80,118.62444706906075
0,3,5,GoalBias,1,7.942502975463867,257,212,137.7707904497557
0,3,6,RRT*,1,6.9200122356414795,144,196,172.71605714347777
0,3,6,GoalBias,1,4.647268772125244,167,171,134.6021913470159
0,3,6,Hybrid,1,4.193689823150635,92,122,170.85781835100522
0,3,7,GoalBias,1,2.5209920406341553,42,111,117.06682883479822
0,3,7,Hybrid,1,2.6818368434906006,129,99,121.64846777084516
0,3,3,Hybrid,1,40.87746810913086,925,549,130.30651915521514
